"Total","Jahr","Beruf","Geschlecht","Anzahl"
7,"2011","Buchhändler/in","Frauen",5
7,"2011","Buchhändler/in","Männer",2
7,"2011","Kunststofftechnologe/-login","Frauen",0
7,"2011","Kunststofftechnologe/-login","Männer",7
7,"2011","Motorradmechaniker/in","Frauen",0
7,"2011","Motorradmechaniker/in","Männer",7
6,"2011","Boden-Parkettleger/in","Frauen",0
6,"2011","Boden-Parkettleger/in","Männer",6
6,"2011","Fleischfachmann/-frau","Frauen",2
6,"2011","Fleischfachmann/-frau","Männer",4
6,"2011","Gebäudereiniger/in","Frauen",1
6,"2011","Gebäudereiniger/in","Männer",5
6,"2011","Gipser/in und Maler/in","Frauen",2
6,"2011","Gipser/in und Maler/in","Männer",4
6,"2011","Kaminfeger/in","Frauen",1
6,"2011","Kaminfeger/in","Männer",5
6,"2011","Pferdefachmann/-frau","Frauen",5
6,"2011","Pferdefachmann/-frau","Männer",1
6,"2011","Podologe/-login","Frauen",6
6,"2011","Podologe/-login","Männer",0
6,"2011","Recyclist/in","Frauen",0
6,"2011","Recyclist/in","Männer",6
6,"2011","Zahntechniker/in","Frauen",4
6,"2011","Zahntechniker/in","Männer",2
5,"2011","Agrarpraktiker/in","Frauen",0
5,"2011","Agrarpraktiker/in","Männer",5
5,"2011","Baupraktiker/in","Frauen",0
5,"2011","Baupraktiker/in","Männer",5
5,"2011","Bühnentänzer/in","Frauen",4
5,"2011","Bühnentänzer/in","Männer",1
5,"2011","Chemie- und Pharmatechnologe/-login","Frauen",1
5,"2011","Chemie- und Pharmatechnologe/-login","Männer",4
5,"2011","Dachdecker/in","Frauen",0
5,"2011","Dachdecker/in","Männer",5
5,"2011","Milchtechnologe/-login","Frauen",1
5,"2011","Milchtechnologe/-login","Männer",4
5,"2011","Physiklaborant/in","Frauen",0
5,"2011","Physiklaborant/in","Männer",5
5,"2011","Strassenbaupraktiker/in","Frauen",0
5,"2011","Strassenbaupraktiker/in","Männer",5
5,"2011","Telematiker/in","Frauen",0
5,"2011","Telematiker/in","Männer",5
5,"2011","Tierpfleger/in","Frauen",5
5,"2011","Tierpfleger/in","Männer",0
5,"2011","Unterhaltspraktiker/in","Frauen",0
5,"2011","Unterhaltspraktiker/in","Männer",5
5,"2011","Veranstaltungsfachmann/-frau","Frauen",1
5,"2011","Veranstaltungsfachmann/-frau","Männer",4
4,"2011","Coiffeur/-euse","Frauen",4
4,"2011","Coiffeur/-euse","Männer",0
4,"2011","Gleisbauer/in","Frauen",0
4,"2011","Gleisbauer/in","Männer",4
4,"2011","Holzbearbeiter/in","Frauen",0
4,"2011","Holzbearbeiter/in","Männer",4
4,"2011","Hörsystemakustiker/in","Frauen",2
4,"2011","Hörsystemakustiker/in","Männer",2
4,"2011","Hotellerieangestellte/r","Frauen",4
4,"2011","Hotellerieangestellte/r","Männer",0
4,"2011","Kleinmotorrad- u Fahrradmechaniker/in","Frauen",1
4,"2011","Kleinmotorrad- u Fahrradmechaniker/in","Männer",3
4,"2011","Lüftungsanlagenbauer/in","Frauen",0
4,"2011","Lüftungsanlagenbauer/in","Männer",4
4,"2011","Metallbaupraktiker/in","Frauen",0
4,"2011","Metallbaupraktiker/in","Männer",4
4,"2011","Plattenleger/in","Frauen",0
4,"2011","Plattenleger/in","Männer",4
4,"2011","Printmedienverarbeiter/in","Frauen",2
4,"2011","Printmedienverarbeiter/in","Männer",2
4,"2011","Storenmonteur/in","Frauen",0
4,"2011","Storenmonteur/in","Männer",4
3,"2011","Abdichter/in","Frauen",0
3,"2011","Abdichter/in","Männer",3
3,"2011","Bäcker/in-Konditor/in-Confiseur/in","Frauen",2
3,"2011","Bäcker/in-Konditor/in-Confiseur/in","Männer",1
3,"2011","Bootfachwart/in","Frauen",1
3,"2011","Bootfachwart/in","Männer",2
3,"2011","Fahrzeugschlosser/in","Frauen",0
3,"2011","Fahrzeugschlosser/in","Männer",3
3,"2011","Gebäudereiniger/in","Frauen",0
3,"2011","Gebäudereiniger/in","Männer",3
3,"2011","Gipser/in-Trockenbauer/in","Frauen",0
3,"2011","Gipser/in-Trockenbauer/in","Männer",3
3,"2011","Gipserpraktiker/in","Frauen",0
3,"2011","Gipserpraktiker/in","Männer",3
3,"2011","Holzhandwerker/in","Frauen",0
3,"2011","Holzhandwerker/in","Männer",3
3,"2011","Industrielackierer/in","Frauen",0
3,"2011","Industrielackierer/in","Männer",3
3,"2011","Lackierassisten/in","Frauen",0
3,"2011","Lackierassisten/in","Männer",3
3,"2011","Mechanikpraktiker/in","Frauen",0
3,"2011","Mechanikpraktiker/in","Männer",3
3,"2011","Tänzer/in","Frauen",2
3,"2011","Tänzer/in","Männer",1
3,"2011","Uhrmacher/in","Frauen",0
3,"2011","Uhrmacher/in","Männer",3
2,"2011","Abdichtungspraktiker/in","Frauen",0
2,"2011","Abdichtungspraktiker/in","Männer",2
2,"2011","Anlagenführer/in","Frauen",0
2,"2011","Anlagenführer/in","Männer",2
2,"2011","Architekturmodellbauer/in","Frauen",1
2,"2011","Architekturmodellbauer/in","Männer",1
2,"2011","Entwässerungstechnologe/-technologin","Frauen",0
2,"2011","Entwässerungstechnologe/-technologin","Männer",2
2,"2011","Florist/in","Frauen",2
2,"2011","Florist/in","Männer",0
2,"2011","Geflügelfachmann/-fachfrau","Frauen",1
2,"2011","Geflügelfachmann/-fachfrau","Männer",1
2,"2011","Glaser/in","Frauen",0
2,"2011","Glaser/in","Männer",2
2,"2011","Goldschmied/in","Frauen",2
2,"2011","Goldschmied/in","Männer",0
2,"2011","Hufschmied/in","Frauen",1
2,"2011","Hufschmied/in","Männer",1
2,"2011","Industrie- und Unterlagsbodenbauer/in","Frauen",0
2,"2011","Industrie- und Unterlagsbodenbauer/in","Männer",2
2,"2011","Industrie- und Unterlagsbodenbauer/in","Frauen",0
2,"2011","Industrie- und Unterlagsbodenbauer/in","Männer",2
2,"2011","Kältesystem-Monteur/-in","Frauen",0
2,"2011","Kältesystem-Monteur/-in","Männer",2
2,"2011","Motorgerätemechaniker/in","Frauen",0
2,"2011","Motorgerätemechaniker/in","Männer",2
2,"2011","Musikinstrumentenbauer/in","Frauen",2
2,"2011","Musikinstrumentenbauer/in","Männer",0
2,"2011","Oberflächenbeschichter/in","Frauen",2
2,"2011","Oberflächenbeschichter/in","Männer",0
2,"2011","Orthopädie-Schuhmacher/in","Frauen",2
2,"2011","Orthopädie-Schuhmacher/in","Männer",0
2,"2011","Polybauer/in","Frauen",0
2,"2011","Polybauer/in","Männer",2
2,"2011","Säger/in Holzindustrie","Frauen",1
2,"2011","Säger/in Holzindustrie","Männer",1
2,"2011","Seilbahn-Mechatroniker/in","Frauen",0
2,"2011","Seilbahn-Mechatroniker/in","Männer",2
1,"2011","Architekturmodellbauer/in","Frauen",1
1,"2011","Architekturmodellbauer/in","Männer",0
1,"2011","Büchsenmacher/in","Frauen",0
1,"2011","Büchsenmacher/in","Männer",1
1,"2011","Fachmann/-frau Leder und Textil","Frauen",0
1,"2011","Fachmann/-frau Leder und Textil","Männer",1
1,"2011","Fassadenbauer/in","Frauen",0
1,"2011","Fassadenbauer/in","Männer",1
1,"2011","Fleischfachassistent/in","Frauen",0
1,"2011","Fleischfachassistent/in","Männer",1
1,"2011","Gerüstbauer/in","Frauen",0
1,"2011","Gerüstbauer/in","Männer",1
1,"2011","Grundbaupraktiker/in","Frauen",0
1,"2011","Grundbaupraktiker/in","Männer",1
1,"2011","Interactive Media Designer","Frauen",0
1,"2011","Interactive Media Designer","Männer",1
1,"2011","Isolierspengler/in","Frauen",0
1,"2011","Isolierspengler/in","Männer",1
1,"2011","Laborist/in","Frauen",0
1,"2011","Laborist/in","Männer",1
1,"2011","Müller/-in","Frauen",0
1,"2011","Müller/-in","Männer",1
1,"2011","Ofenbauer/in","Frauen",0
1,"2011","Ofenbauer/in","Männer",1
1,"2011","Orthopädist/in","Frauen",1
1,"2011","Orthopädist/in","Männer",0
1,"2011","Pferdewart/in","Frauen",1
1,"2011","Pferdewart/in","Männer",0
1,"2011","Plattenlegerpraktiker/in","Frauen",0
1,"2011","Plattenlegerpraktiker/in","Männer",1
1,"2011","Printmedienpraktiker/-in","Frauen",0
1,"2011","Printmedienpraktiker/-in","Männer",1
1,"2011","Schuhmacher/in","Frauen",0
1,"2011","Schuhmacher/in","Männer",1
1,"2011","Steinmetz/in","Frauen",0
1,"2011","Steinmetz/in","Männer",1
1,"2011","Weintechnologe/-login","Frauen",0
1,"2011","Weintechnologe/-login","Männer",1
1,"2011","Winzer/in","Frauen",0
1,"2011","Winzer/in","Männer",1
7723,"2012","Total","Frauen",3429
7723,"2012","Total","Männer",4294
1379,"2012","Kaufmann/-frau","Frauen",811
1379,"2012","Kaufmann/-frau","Männer",568
540,"2012","Detailhandelsfachmann/-frau","Frauen",259
540,"2012","Detailhandelsfachmann/-frau","Männer",281
440,"2012","Fachmann/-frau Gesundheit","Frauen",379
440,"2012","Fachmann/-frau Gesundheit","Männer",61
416,"2012","Fachmann/-frau Betreuung","Frauen",357
416,"2012","Fachmann/-frau Betreuung","Männer",59
306,"2012","Kaufmann/-frau","Frauen",161
306,"2012","Kaufmann/-frau","Männer",145
296,"2012","Informatiker/in","Frauen",23
296,"2012","Informatiker/in","Männer",273
260,"2012","Elektroinstallateur/in","Frauen",2
260,"2012","Elektroinstallateur/in","Männer",258
191,"2012","Polymechaniker/in","Frauen",9
191,"2012","Polymechaniker/in","Männer",182
179,"2012","Logistiker/in","Frauen",14
179,"2012","Logistiker/in","Männer",165
176,"2012","Zeichner/in","Frauen",62
176,"2012","Zeichner/in","Männer",114
169,"2012","Dentalassistent/in","Frauen",169
169,"2012","Dentalassistent/in","Männer",0
168,"2012","Koch/Köchin","Frauen",52
168,"2012","Koch/Köchin","Männer",116
165,"2012","Medizinische/r Praxisassistent/in","Frauen",164
165,"2012","Medizinische/r Praxisassistent/in","Männer",1
134,"2012","Automobil-Fachmann/-frau","Frauen",2
134,"2012","Automobil-Fachmann/-frau","Männer",132
133,"2012","Coiffeur/-euse","Frauen",115
133,"2012","Coiffeur/-euse","Männer",18
120,"2012","Pharma-Assistent/in","Frauen",115
120,"2012","Pharma-Assistent/in","Männer",5
117,"2012","Fachmann/-frau Betriebsunterhalt","Frauen",2
117,"2012","Fachmann/-frau Betriebsunterhalt","Männer",115
112,"2012","Detailhandelsassistent/in","Frauen",56
112,"2012","Detailhandelsassistent/in","Männer",56
104,"2012","Schreiner/in","Frauen",10
104,"2012","Schreiner/in","Männer",94
91,"2012","Zimmermann/Zimmerin","Frauen",1
91,"2012","Zimmermann/Zimmerin","Männer",90
90,"2012","Sanitärinstallateur/in","Frauen",0
90,"2012","Sanitärinstallateur/in","Männer",90
81,"2012","Automatiker/in","Frauen",9
81,"2012","Automatiker/in","Männer",72
81,"2012","Konstrukteur/in","Frauen",8
81,"2012","Konstrukteur/in","Männer",73
79,"2012","Automobil-Mechatroniker/in","Frauen",2
79,"2012","Automobil-Mechatroniker/in","Männer",77
79,"2012","Maler/in","Frauen",31
79,"2012","Maler/in","Männer",48
76,"2012","Gärtner/-in","Frauen",11
76,"2012","Gärtner/-in","Männer",65
71,"2012","Montage-Elektriker/in","Frauen",1
71,"2012","Montage-Elektriker/in","Männer",70
67,"2012","Assistent/in Gesundheit und Soziales","Frauen",53
67,"2012","Assistent/in Gesundheit und Soziales","Männer",14
63,"2012","Maurer/in","Frauen",0
63,"2012","Maurer/in","Männer",63
62,"2012","Elektroniker/in","Frauen",10
62,"2012","Elektroniker/in","Männer",52
61,"2012","Hotelfachmann/-frau","Frauen",48
61,"2012","Hotelfachmann/-frau","Männer",13
54,"2012","Bäcker/in-Konditor/in-Confiseur/in","Frauen",34
54,"2012","Bäcker/in-Konditor/in-Confiseur/in","Männer",20
48,"2012","Restaurationsfachmann/-frau","Frauen",32
48,"2012","Restaurationsfachmann/-frau","Männer",16
42,"2012","Metallbauer/in","Frauen",1
42,"2012","Metallbauer/in","Männer",41
41,"2012","Laborant/in","Frauen",22
41,"2012","Laborant/in","Männer",19
40,"2012","Drogist/in","Frauen",38
40,"2012","Drogist/in","Männer",2
36,"2012","Augenoptiker/in","Frauen",27
36,"2012","Augenoptiker/in","Männer",9
34,"2012","Elektroplaner/in","Frauen",4
34,"2012","Elektroplaner/in","Männer",30
32,"2012","Heizungsinstallateur/in","Frauen",0
32,"2012","Heizungsinstallateur/in","Männer",32
28,"2012","Produktionsmechaniker/in","Frauen",2
28,"2012","Produktionsmechaniker/in","Männer",26
27,"2012","Florist/in","Frauen",27
27,"2012","Florist/in","Männer",0
27,"2012","Mediamatiker/in","Frauen",9
27,"2012","Mediamatiker/in","Männer",18
24,"2012","Büroassistent/in","Frauen",14
24,"2012","Büroassistent/in","Männer",10
23,"2012","Carrossier/in Spenglerei","Frauen",1
23,"2012","Carrossier/in Spenglerei","Männer",22
23,"2012","Forstwart/in","Frauen",1
23,"2012","Forstwart/in","Männer",22
21,"2012","Tiermed. Praxisassistent/in","Frauen",20
21,"2012","Tiermed. Praxisassistent/in","Männer",1
20,"2012","Bekleidungsgestalter/in","Frauen",20
20,"2012","Bekleidungsgestalter/in","Männer",0
20,"2012","Carrossier/in Lackiererei","Frauen",2
20,"2012","Carrossier/in Lackiererei","Männer",18
20,"2012","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Frauen",14
20,"2012","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Männer",6
20,"2012","Logistiker/in","Frauen",1
20,"2012","Logistiker/in","Männer",19
19,"2012","Fachmann/Fachfrau Hauswirtschaft","Frauen",18
19,"2012","Fachmann/Fachfrau Hauswirtschaft","Männer",1
19,"2012","Haustechnikpraktiker/in","Frauen",0
19,"2012","Haustechnikpraktiker/in","Männer",19
18,"2012","Baumaschinenmechaniker/in","Frauen",1
18,"2012","Baumaschinenmechaniker/in","Männer",17
18,"2012","Coiffeur/-euse","Frauen",14
18,"2012","Coiffeur/-euse","Männer",4
18,"2012","Fotofachmann/-frau","Frauen",14
18,"2012","Fotofachmann/-frau","Männer",4
18,"2012","Geomatiker/in","Frauen",7
18,"2012","Geomatiker/in","Männer",11
18,"2012","Landmaschinenmechaniker/in","Frauen",0
18,"2012","Landmaschinenmechaniker/in","Männer",18
17,"2012","Automatikmonteur/in","Frauen",1
17,"2012","Automatikmonteur/in","Männer",16
17,"2012","Multimediaelektroniker/in","Frauen",0
17,"2012","Multimediaelektroniker/in","Männer",17
16,"2012","Anlagen- und Apparatebauer/in","Frauen",1
16,"2012","Anlagen- und Apparatebauer/in","Männer",15
16,"2012","Landwirt/in","Frauen",2
16,"2012","Landwirt/in","Männer",14
15,"2012","Gärtner/-in","Frauen",3
15,"2012","Gärtner/-in","Männer",12
15,"2012","Gebäudetechnikplaner/in","Frauen",2
15,"2012","Gebäudetechnikplaner/in","Männer",13
15,"2012","Gestalter/in Werbetechnik","Frauen",9
15,"2012","Gestalter/in Werbetechnik","Männer",6
15,"2012","Hauswirtschaftspraktiker/in","Frauen",13
15,"2012","Hauswirtschaftspraktiker/in","Männer",2
15,"2012","Reifenpraktiker/in","Frauen",1
15,"2012","Reifenpraktiker/in","Männer",14
15,"2012","Spengler/in","Frauen",0
15,"2012","Spengler/in","Männer",15
15,"2012","Strassentransportfachmann/-frau","Frauen",0
15,"2012","Strassentransportfachmann/-frau","Männer",15
14,"2012","Gebäudetechnikplaner/in","Frauen",2
14,"2012","Gebäudetechnikplaner/in","Männer",12
14,"2012","Polygraf/in","Frauen",7
14,"2012","Polygraf/in","Männer",7
13,"2012","Automobil-Assistent/in","Frauen",0
13,"2012","Automobil-Assistent/in","Männer",13
13,"2012","Boden-Parkettleger/in","Frauen",0
13,"2012","Boden-Parkettleger/in","Männer",13
13,"2012","Drucktechnologe/-login","Frauen",4
13,"2012","Drucktechnologe/-login","Männer",9
13,"2012","Fachmann/-frau Kundendialog","Frauen",8
13,"2012","Fachmann/-frau Kundendialog","Männer",5
13,"2012","Kosmetiker/in","Frauen",13
13,"2012","Kosmetiker/in","Männer",0
13,"2012","Schreinerpraktiker/in","Frauen",1
13,"2012","Schreinerpraktiker/in","Männer",12
13,"2012","Systemgastronomiefachmann/-frau","Frauen",6
13,"2012","Systemgastronomiefachmann/-frau","Männer",7
12,"2012","Lebensmitteltechnologe/-login","Frauen",2
12,"2012","Lebensmitteltechnologe/-login","Männer",10
12,"2012","Motorradmechaniker/in","Frauen",1
12,"2012","Motorradmechaniker/in","Männer",11
12,"2012","Netzelektriker/in","Frauen",0
12,"2012","Netzelektriker/in","Männer",12
12,"2012","Polybauer/in","Frauen",0
12,"2012","Polybauer/in","Männer",12
11,"2012","Fahrradmechaniker/-in","Frauen",3
11,"2012","Fahrradmechaniker/-in","Männer",8
11,"2012","Strassenbauer/in","Frauen",0
11,"2012","Strassenbauer/in","Männer",11
10,"2012","Fachmann/-frau öffentlicher Verkehr","Frauen",1
10,"2012","Fachmann/-frau öffentlicher Verkehr","Männer",9
10,"2012","Informatikpraktiker/in","Frauen",1
10,"2012","Informatikpraktiker/in","Männer",9
10,"2012","Malerpraktiker/in","Frauen",0
10,"2012","Malerpraktiker/in","Männer",10
9,"2012","Fachmann/-frau Information u. Dokumentation","Frauen",6
9,"2012","Fachmann/-frau Information u. Dokumentation","Männer",3
9,"2012","Fleischfachmann/-frau","Frauen",1
9,"2012","Fleischfachmann/-frau","Männer",8
9,"2012","Gebäudetechnikplaner/in","Frauen",1
9,"2012","Gebäudetechnikplaner/in","Männer",8
9,"2012","Küchenangestellte/r","Frauen",2
9,"2012","Küchenangestellte/r","Männer",7
9,"2012","Tierpfleger/in","Frauen",6
9,"2012","Tierpfleger/in","Männer",3
9,"2012","Zahntechniker/in","Frauen",6
9,"2012","Zahntechniker/in","Männer",3
8,"2012","Buchhändler/in","Frauen",5
8,"2012","Buchhändler/in","Männer",3
8,"2012","Gipser/in-Trockenbauer/in","Frauen",0
8,"2012","Gipser/in-Trockenbauer/in","Männer",8
8,"2012","Hotellerieangestellte/r","Frauen",6
8,"2012","Hotellerieangestellte/r","Männer",2
8,"2012","Strassenbaupraktiker/in","Frauen",0
8,"2012","Strassenbaupraktiker/in","Männer",8
8,"2012","Unterhaltspraktiker/in","Frauen",0
8,"2012","Unterhaltspraktiker/in","Männer",8
7,"2012","Agrarpraktiker/in","Frauen",1
7,"2012","Agrarpraktiker/in","Männer",6
7,"2012","Chemie- und Pharmatechnologe/-login","Frauen",2
7,"2012","Chemie- und Pharmatechnologe/-login","Männer",5
7,"2012","Gebäudereiniger/in","Frauen",1
7,"2012","Gebäudereiniger/in","Männer",6
7,"2012","Kunststofftechnologe/-login","Frauen",2
7,"2012","Kunststofftechnologe/-login","Männer",5
7,"2012","Motorgerätemechaniker/in","Frauen",0
7,"2012","Motorgerätemechaniker/in","Männer",7
7,"2012","Plattenleger/in","Frauen",0
7,"2012","Plattenleger/in","Männer",7
6,"2012","Bäcker/in-Konditor/in-Confiseur/in","Frauen",3
6,"2012","Bäcker/in-Konditor/in-Confiseur/in","Männer",3
6,"2012","Restaurationsangestellte/r","Frauen",5
6,"2012","Restaurationsangestellte/r","Männer",1
5,"2012","Gipser/in und Maler/in","Frauen",0
5,"2012","Gipser/in und Maler/in","Männer",5
5,"2012","Gleisbauer/in","Frauen",0
5,"2012","Gleisbauer/in","Männer",5
5,"2012","Holzbearbeiter/in","Frauen",1
5,"2012","Holzbearbeiter/in","Männer",4
5,"2012","Lackierassisten/in","Frauen",0
5,"2012","Lackierassisten/in","Männer",5
5,"2012","Metallbaupraktiker/in","Frauen",0
5,"2012","Metallbaupraktiker/in","Männer",5
5,"2012","Pferdefachmann/-frau","Frauen",4
5,"2012","Pferdefachmann/-frau","Männer",1
5,"2012","Physiklaborant/in","Frauen",1
5,"2012","Physiklaborant/in","Männer",4
5,"2012","Polydesigner/in 3D","Frauen",2
5,"2012","Polydesigner/in 3D","Männer",3
5,"2012","Telematiker/in","Frauen",0
5,"2012","Telematiker/in","Männer",5
4,"2012","Baupraktiker/in","Frauen",0
4,"2012","Baupraktiker/in","Männer",4
4,"2012","Gebäudereiniger/in","Frauen",0
4,"2012","Gebäudereiniger/in","Männer",4
4,"2012","Goldschmied/in","Frauen",2
4,"2012","Goldschmied/in","Männer",2
4,"2012","Grafiker/in","Frauen",0
4,"2012","Grafiker/in","Männer",4
4,"2012","Kältesystem-Monteur/-in","Frauen",0
4,"2012","Kältesystem-Monteur/-in","Männer",4
4,"2012","Lüftungsanlagenbauer/in","Frauen",0
4,"2012","Lüftungsanlagenbauer/in","Männer",4
4,"2012","Mechanikpraktiker/in","Frauen",0
4,"2012","Mechanikpraktiker/in","Männer",4
4,"2012","Podologe/-login","Frauen",3
4,"2012","Podologe/-login","Männer",1
4,"2012","Polybaupraktiker/in","Frauen",0
4,"2012","Polybaupraktiker/in","Männer",4
4,"2012","Veranstaltungsfachmann/-frau","Frauen",1
4,"2012","Veranstaltungsfachmann/-frau","Männer",3
3,"2012","Fahrzeugschlosser/in","Frauen",0
3,"2012","Fahrzeugschlosser/in","Männer",3
3,"2012","Fleischfachassistent/in","Frauen",1
3,"2012","Fleischfachassistent/in","Männer",2
3,"2012","Innendekorateur/in","Frauen",3
3,"2012","Innendekorateur/in","Männer",0
3,"2012","Kaminfeger/in","Frauen",0
3,"2012","Kaminfeger/in","Männer",3
3,"2012","Kleinmotorrad- u Fahrradmechaniker/in","Frauen",1
3,"2012","Kleinmotorrad- u Fahrradmechaniker/in","Männer",2
3,"2012","Metallbaukonstrukteur/in","Frauen",0
3,"2012","Metallbaukonstrukteur/in","Männer",3
3,"2012","Oberflächenbeschichter/in","Frauen",0
3,"2012","Oberflächenbeschichter/in","Männer",3
3,"2012","Recyclist/in","Frauen",0
3,"2012","Recyclist/in","Männer",3
3,"2012","Uhrmacher/in","Frauen",1
3,"2012","Uhrmacher/in","Männer",2
3,"2012","Wohntextilgestalter/in","Frauen",3
3,"2012","Wohntextilgestalter/in","Männer",0
2,"2012","Architekturmodellbauer/in","Frauen",1
2,"2012","Architekturmodellbauer/in","Männer",1
2,"2012","Bauwerktrenner/in","Frauen",0
